"COUNTRY","Democratic","YR","LaborToPopulationPct","GDP","LABORFORCE","POPULATIONTOTAL","TertiaryExpenditure"
"Switzerland","Y","2013","0.57562589114126161","85112","4656437","8089346","0"
"Switzerland","Y","2014","0.57922375229418188","86605","4743060","8188649","0"
"Thailand","N","1999","0.55223918229853186","2032","34408174","62306651","0"
"Thailand","N","2000","0.55827078808592157","2007","35147624","62958021","709"
"Thailand","N","2001","0.56438588464103279","1893","35862954","63543322","599"
"Thailand","N","2002","0.5668685254875192","2096","36321060","64073164","0"
"Thailand","N","2003","0.56928244637220082","2358","36750001","64554952","0"
"Thailand","N","2004","0.57362243458997586","2659","37286738","65002231","638"
"Thailand","N","2005","0.57750934001696896","2893","37783820","65425470","685"
"Thailand","N","2006","0.57656791508966221","3368","37952101","65824164","911"
"Thailand","N","2007","0.5822445640847963","3972","38542037","66195615","0"
"Thailand","N","2008","0.58509071051258565","4378","38935306","66545760","890"
"Thailand","N","2009","0.58592800646548937","4212","39187959","66881867","869"
"Thailand","N","2010","0.58479782887980991","5075","39303565","67208808","814"
"Thailand","N","2011","0.59317029302327717","5491","40056867","67530130","1064"
"Thailand","N","2012","0.59106434485512704","5859","40100157","67843979","1069"
"Thailand","N","2013","0.58039863631023936","6171","39550142","68143065","1120"
"Thailand","N","2014","0.57710683865646273","5941","39483787","68416772","0"
"Togo","N","1999","0.45438613723510601","326","2192733","4825704","0"
"Togo","N","2000","0.45674896843633478","260","2270210","4970367","0"
"Togo","N","2001","0.45793668337972954","260","2340867","5111770","0"
"Togo","N","2002","0.45915640414725623","280","2411247","5251472","0"
"Togo","N","2003","0.46019244348546878","310","2481082","5391401","0"
"Togo","N","2004","0.46134046230638615","349","2553334","5534598","0"
"Togo","N","2005","0.46250678306917781","372","2628550","5683268","0"
"Togo","N","2006","0.46298412139384204","377","2702805","5837792","0"
"Togo","N","2007","0.46059540949930677","420","2762368","5997385","615"
"Togo","N","2008","0.45801240417566569","513","2822179","6161796","0"
"Togo","N","2009","0.45513999588024401","499","2881251","6330472","0"
"Togo","N","2010","0.45196581490990551","487","2939112","6502952","419"
"Togo","N","2011","0.44819637799392209","562","2993630","6679282","420"
"Togo","N","2012","0.44878315884493902","563","3078420","6859482","511"
"Togo","N","2013","0.44950921119962833","579","3165870","7042948","653"
"Togo","N","2014","0.45026798627456543","620","3254949","7228915","712"
"United Arab Emirates","N","1999","0.55630986539551741","28260","1662344","2988162","0"
"United Arab Emirates","N","2000","0.5616209577089788","33071","1771872","3154925","0"
"United Arab Emirates","N","2001","0.57393855501089586","31061","1908938","3326032","0"
"United Arab Emirates","N","2002","0.58832235791644238","31311","2063383","3507232","0"
"United Arab Emirates","N","2003","0.60427020052742808","33230","2261138","3741932","0"
"United Arab Emirates","N","2004","0.62168661848744511","36161","2541412","4087931","0"
"United Arab Emirates","N","2005","0.63955832457339812","39439","2928897","4579562","0"
"United Arab Emirates","N","2006","0.6543958526006709","42372","3430364","5242032","0"
"United Arab Emirates","N","2007","0.67082495941888132","42672","4054511","6044067","0"
"United Arab Emirates","N","2008","0.68633568301133197","45758","4731789","6894278","0"
"United Arab Emirates","N","2009","0.69921656768704654","33072","5360469","7666393","0"
"United Arab Emirates","N","2010","0.71237360779350289","35049","5891817","8270684","0"
"United Arab Emirates","N","2011","0.7090952698047559","40462","6149611","8672475","0"
"United Arab Emirates","N","2012","0.70629315159576711","42112","6286329","8900453","0"
"United Arab Emirates","N","2013","0.70388850514358725","43350","6339405","9006263","0"
"United Arab Emirates","N","2014","0.7020225299301599","44449","6367953","9070867","0"
"United Kingdom","Y","1999","0.49503652419787542","28383","29049964","58682466","6374"
"United Kingdom","Y","2000","0.49744412337364302","27982","29295735","58892514","5877"
"United Kingdom","Y","2001","0.49491953380729964","27427","29259481","59119673","5693"
"United Kingdom","Y","2002","0.49837239817452039","29785","29588608","59370479","7008"
"United Kingdom","Y","2003","0.50075596532613553","34173","29868880","59647577","7405"
"United Kingdom","Y","2004","0.50248139187391194","39983","30142806","59987905","8351"
"United Kingdom","Y","2005","0.50644141112016872","41732","30589672","60401206","11633"
"United Kingdom","Y","2006","0.51009291857816075","44252","31037532","60846820","10890"
"United Kingdom","Y","2007","0.50944997104894496","50134","31240727","61322463","9814"
"United Kingdom","Y","2008","0.51204099147677373","46767","31647715","61806995","10232"
"United Kingdom","Y","2009","0.51103479704227628","38262","31825341","62276270","8823"
"United Kingdom","Y","2010","0.5099961579740997","38893","32010605","62766365","9092"
"United Kingdom","Y","2011","0.50889393966555041","41412","32192080","63258918","12278"
"United Kingdom","Y","2012","0.51087633810201838","41790","32542976","63700300","0"
"United Kingdom","Y","2013","0.51229046941045897","42724","32852279","64128226","15018"
"United Kingdom","Y","2014","0.51295519364785747","46783","33143656","64613160","0"
"United States","Y","1999","0.51899761682912848","34620","144821095","279040000","8921"
"United States","Y","2000","0.52015302988036916","36449","146767633","282162411","0"
"United States","Y","2001","0.51844656201234274","37273","147741175","284968955","10857"
"United States","Y","2002","0.51653697803863796","38166","148569048","287625193","9079"
"United States","Y","2003","0.51423897463707069","39677","149184806","290107933","9652"
"United States","Y","2004","0.51317126440792749","41921","150259265","292805298","8822"
"United States","Y","2005","0.51475370762506645","44307","152118265","295516599","9299"
"United States","Y","2006","0.51609803410626387","46437","153993286","298379912","10615"
"United States","Y","2007","0.51552916295289419","48061","155293472","301231207","9700"
"United States","Y","2008","0.51658056575841427","48401","157089033","304093966","9816"
"United States","Y","2009","0.51244926317787465","47001","157204844","306771529","9143"
"United States","Y","2010","0.50758706064269787","48373","157021140","309348193","9813"
"United States","Y","2011","0.50419849804737071","49790","157140197","311663358","9713"
"United States","Y","2012","0.50455896143336465","51450","158430696","313998379","0"
"United States","Y","2013","0.50281420046775493","52787","158992318","316204908","0"
"United States","Y","2014","0.50153273387390673","54598","159770001","318563456","0"
